work_order_id,part_number_raw,part_number_clean,customer,quantity_ordered,machine_id,operator_id_raw,operator_id_clean,shift_code,lot_id_raw,lot_id_clean,order_date,scheduled_start,actual_start,complexity,material_type,requires_welding,std_labor_hrs
WO-17239,P1007,P-1007,Customer B,14,M02,OP014,OP014,Shift B,LOT1759,LOT-1759,2025-07-15,2025-07-15 12:44:00,2025-07-15 14:07:00,Medium,16ga Steel,True,0.78
WO-17240,P-1015,P-1015,Customer D,5,M07,OP009,OP009,Shift A,,LOT-1351,2025-07-15,2025-07-15 06:44:00,2025-07-15 07:21:00,Medium,"3/8"" Plate",False,3.73
WO-17241,P1005,P-1005,Customer C,10,M07,OP013,OP013,,LOT-1392,LOT-1392,2025-07-15,2025-07-15 06:33:00,2025-07-15 07:33:00,Low,16ga Steel,False,3.09
WO-17242,P1000,P-1000,Customer B,17,M03,OP006,OP006,Shift B,LOT-1537,LOT-1537,2025-07-16,2025-07-16 13:50:00,2025-07-16 14:43:00,Low,Stainless 304,True,2.03
WO-17243,P 1012,P-1012,Customer D,24,M04,OP014,OP014,Shift B,1642,LOT-1642,2025-07-16,2025-07-16 14:38:00,2025-07-16 15:43:00,Medium,"3/8"" Plate",False,1.39
WO-17244,P-1000,P-1000,Customer B,24,M03,Daniel Wagner,OP004,Shift A,LOT-1630,LOT-1630,2025-07-16,2025-07-16 06:04:00,2025-07-16 06:47:00,Low,Stainless 304,True,2.03
WO-17245,P1023,P-1023,Customer F,5,M02,OP010,OP010,,,LOT-1769,2025-07-16,2025-07-16 14:51:00,2025-07-16 15:55:00,Medium,12ga Steel,True,2.76
WO-17246,P-1007,P-1007,Customer B,17,M02,OP015,OP015,Shift A,LOT-1389,LOT-1389,2025-07-16,2025-07-16 06:36:00,2025-07-16 06:51:00,Medium,16ga Steel,True,0.78
WO-17247,PART-1024,P-1024,Customer E,24,M01,OP001,OP001,,,LOT-1704,2025-07-16,2025-07-16 13:52:00,2025-07-16 14:51:00,Low,16ga Steel,False,3.13
WO-17248,P-1032,P-1032,Customer F,5,M06,Lisa Hensley,OP013,Shift A,,LOT-1697,2025-07-16,2025-07-16 07:37:00,2025-07-16 07:42:00,Medium,Aluminum 5052,False,2.02
WO-17249,P-1034,P-1034,Customer E,11,M02,OP016,OP016,Shift B,LOT-1653,LOT-1653,2025-07-16,2025-07-16 14:37:00,2025-07-16 14:55:00,Medium,12ga Steel,False,2.39
WO-17250,P-1005,P-1005,Customer C,25,M07,OP015,OP015,Shift A,LOT-1505,LOT-1505,2025-07-16,2025-07-16 06:49:00,2025-07-16 07:54:00,Low,16ga Steel,False,3.09
WO-17251,P-1030,P-1030,Customer G,16,M01,OP018,OP018,Shift A,LOT-1429,LOT-1429,2025-07-16,2025-07-16 06:43:00,2025-07-16 06:51:00,Medium,12ga Steel,True,2.15
WO-17252,P1012,P-1012,Customer D,16,M04,OP007,OP007,Shift B,,LOT-1412,2025-07-16,2025-07-16 15:03:00,2025-07-16 15:41:00,Medium,"3/8"" Plate",False,1.39
WO-17253,P1004,P-1004,Customer D,10,M06,OP014,OP014,Shift B,LOT-1734,LOT-1734,2025-07-16,2025-07-16 14:33:00,2025-07-16 14:47:00,Medium,"3/8"" Plate",True,4.61
WO-17254,P1027,P-1027,Customer F,6,M07,OP001,OP001,Shift B,LOT-1443,LOT-1443,2025-07-16,2025-07-16 14:27:00,2025-07-16 15:14:00,Medium,Stainless 304,False,3.84
WO-17255,P1029,P-1029,Customer B,12,M04,OP003,OP003,Shift B,LOT-1685,LOT-1685,2025-07-16,2025-07-16 13:49:00,2025-07-16 15:01:00,Low,"1/4"" Plate",True,3.64
WO-17256,P-1001,P-1001,Customer A,9,M07,OP008,OP008,Shift B,1481,LOT-1481,2025-07-16,2025-07-16 14:38:00,2025-07-16 15:40:00,Medium,16ga Steel,True,1.02
WO-17257,P-1006,P-1006,Customer B,19,M02,OP014,OP014,Shift B,LOT1548,LOT-1548,2025-07-17,2025-07-17 15:27:00,2025-07-17 15:46:00,Medium,"1/4"" Plate",False,2.57
WO-17258,P-1024,P-1024,Customer E,11,M01,Allison Hill,OP001,Shift B,LOT-1290,LOT-1290,2025-07-17,2025-07-17 14:11:00,2025-07-17 14:47:00,Low,16ga Steel,False,3.13
WO-17259,P-1032,P-1032,Customer F,11,M06,OP017,OP017,Shift A,L-1452,LOT-1452,2025-07-17,2025-07-17 07:04:00,2025-07-17 07:31:00,Medium,Aluminum 5052,False,2.02
WO-17260,P-1021,P-1021,Customer C,23,M03,OP002,OP002,Shift A,LOT-1706,LOT-1706,2025-07-17,2025-07-17 06:42:00,2025-07-17 07:11:00,High,14ga Steel,False,4.75
WO-17261,P-1006,P-1006,Customer B,7,M02,OP016,OP016,Shift B,1768,LOT-1768,2025-07-17,2025-07-17 13:20:00,2025-07-17 14:02:00,Medium,"1/4"" Plate",False,2.57
WO-17262,P1002,P-1002,Customer E,23,M01,OP016,OP016,Shift B,,LOT-1719,2025-07-17,2025-07-17 12:35:00,2025-07-17 14:03:00,Medium,Aluminum 5052,False,4.78
WO-17263,P-1032,P-1032,Customer F,6,M06,OP001,OP001,Shift B,LOT-1549,LOT-1549,2025-07-17,2025-07-17 13:53:00,2025-07-17 15:03:00,Medium,Aluminum 5052,False,2.02
WO-17264,P1006,P-1006,Customer B,5,M02,OP009,OP009,Shift A,,LOT-1596,2025-07-17,2025-07-17 05:58:00,2025-07-17 07:01:00,Medium,"1/4"" Plate",False,2.57
WO-17265,p-1025,P-1025,Customer C,21,M06,OP005,OP005,,LOT-1487,LOT-1487,2025-07-18,2025-07-18 06:08:00,2025-07-18 07:08:00,Medium,Stainless 304,False,4.83
WO-17266,P-1015,P-1015,Customer D,23,M07,OP008,OP008,Shift B,LOT1571,LOT-1571,2025-07-18,2025-07-18 15:18:00,2025-07-18 15:38:00,Medium,"3/8"" Plate",False,3.73
WO-17267,P-1013,P-1013,Customer D,17,M02,OP020,OP020,,LOT-1484,LOT-1484,2025-07-18,2025-07-18 05:14:00,2025-07-18 06:17:00,Low,Stainless 304,True,2.94
WO-17268,P-1005,P-1005,Customer C,11,M07,OP016,OP016,Shift B,LOT-1260,LOT-1260,2025-07-18,2025-07-18 13:57:00,2025-07-18 14:03:00,Low,16ga Steel,False,3.09
WO-17269,PART-1019,P-1019,Customer E,13,M06,OP014,OP014,Shift B,LOT-1659,LOT-1659,2025-07-18,2025-07-18 14:07:00,2025-07-18 14:19:00,Medium,16ga Steel,True,0.85
WO-17270,P1006,P-1006,Customer B,6,M02,OP017,OP017,Shift A,LOT1548,LOT-1548,2025-07-18,2025-07-18 05:37:00,2025-07-18 06:08:00,Medium,"1/4"" Plate",False,2.57
WO-17271,P-1020,P-1020,Customer A,16,M06,OP015,OP015,Shift A,LOT-1606,LOT-1606,2025-07-18,2025-07-18 05:46:00,2025-07-18 06:47:00,Low,Aluminum 5052,False,3.38
WO-17272,p-1022,P-1022,Customer G,14,M03,OP014,OP014,Shift B,,LOT-1479,2025-07-18,2025-07-18 13:12:00,2025-07-18 14:24:00,Medium,Stainless 304,False,1.03
WO-17273,P1005,P-1005,Customer C,17,M07,OP014,OP014,Shift B,LOT-1748,LOT-1748,2025-07-18,2025-07-18 13:24:00,2025-07-18 14:32:00,Low,16ga Steel,False,3.09
WO-17274,P-1021,P-1021,Customer C,18,M03,OP012,OP012,Shift B,LOT-1628,LOT-1628,2025-07-18,2025-07-18 14:19:00,2025-07-18 14:41:00,High,14ga Steel,False,4.75
WO-17275,p-1009,P-1009,Customer A,5,M05,OP006,OP006,Shift B,LOT-1375,LOT-1375,2025-07-21,2025-07-21 13:11:00,2025-07-21 14:04:00,Medium,12ga Steel,False,4.93
WO-17276,P-1034,P-1034,Customer E,17,M02,OP009,OP009,Shift A,LOT-1429,LOT-1429,2025-07-21,2025-07-21 06:27:00,2025-07-21 07:07:00,Medium,12ga Steel,False,2.39
WO-17277,P1013,P-1013,Customer D,8,M02,OP004,OP004,Shift A,,LOT-1431,2025-07-21,2025-07-21 06:04:00,2025-07-21 07:28:00,Low,Stainless 304,True,2.94
WO-17278,P-1001,P-1001,Customer A,13,M07,OP018,OP018,Shift A,1242,LOT-1242,2025-07-21,2025-07-21 06:07:00,2025-07-21 06:42:00,Medium,16ga Steel,True,1.02
WO-17279,P1000,P-1000,Customer B,13,M03,OP006,OP006,,1479,LOT-1479,2025-07-21,2025-07-21 12:57:00,2025-07-21 14:02:00,Low,Stainless 304,True,2.03
WO-17280,P-1018,P-1018,Customer H,12,M07,OP020,OP020,Shift A,LOT-1475,LOT-1475,2025-07-21,2025-07-21 06:53:00,2025-07-21 07:08:00,High,16ga Steel,True,2.78
WO-17281,P-1012,P-1012,Customer D,7,M04,OP015,OP015,Shift A,LOT-1580,LOT-1580,2025-07-21,2025-07-21 05:12:00,2025-07-21 06:40:00,Medium,"3/8"" Plate",False,1.39
WO-17282,P1019,P-1019,Customer E,19,M06,OP015,OP015,Shift A,LOT-1508,LOT-1508,2025-07-21,2025-07-21 06:28:00,2025-07-21 06:47:00,Medium,16ga Steel,True,0.85
WO-17283,PART-1004,P-1004,Customer D,23,M06,OP003,OP003,Shift B,LOT-1551,LOT-1551,2025-07-21,2025-07-21 14:48:00,2025-07-21 14:59:00,Medium,"3/8"" Plate",True,4.61
WO-17284,P-1029,P-1029,Customer B,23,M04,OP011,OP011,Shift B,LOT-1426,LOT-1426,2025-07-21,2025-07-21 12:33:00,2025-07-21 14:03:00,Low,"1/4"" Plate",True,3.64
WO-17285,P-1009,P-1009,Customer A,11,M05,OP018,OP018,Shift A,,LOT-1417,2025-07-21,2025-07-21 05:52:00,2025-07-21 07:17:00,Medium,12ga Steel,False,4.93
WO-17286,P-1029,P-1029,Customer B,13,M04,OP015,OP015,Shift A,LOT-1539,LOT-1539,2025-07-21,2025-07-21 06:30:00,2025-07-21 06:43:00,Low,"1/4"" Plate",True,3.64
WO-17287,P1026,P-1026,Customer D,10,M06,OP008,OP008,Shift B,LOT-1513,LOT-1513,2025-07-21,2025-07-21 13:23:00,2025-07-21 14:07:00,High,14ga Steel,False,4.66
WO-17288,P-1026,P-1026,Customer D,8,M06,OP007,OP007,Shift B,LOT-1737,LOT-1737,2025-07-21,2025-07-21 14:44:00,2025-07-21 15:55:00,High,14ga Steel,False,4.66
WO-17289,P-1018,P-1018,Customer H,24,M07,OP017,OP017,Shift A,1242,LOT-1242,2025-07-21,2025-07-21 07:05:00,2025-07-21 07:47:00,High,16ga Steel,True,2.78
WO-17290,P-1023,P-1023,Customer F,10,M02,OP003,OP003,Shift B,,LOT-1568,2025-07-22,2025-07-22 15:31:00,2025-07-22 15:48:00,Medium,12ga Steel,True,2.76
WO-17291,P1010,P-1010,Customer A,12,M03,OP020,OP020,Shift A,L-1725,LOT-1725,2025-07-22,2025-07-22 05:53:00,2025-07-22 06:15:00,Low,Stainless 304,True,4.08
WO-17292,P-1009,P-1009,Customer A,23,M05,OP009,OP009,Shift A,LOT1534,LOT-1534,2025-07-22,2025-07-22 06:56:00,2025-07-22 07:59:00,Medium,12ga Steel,False,4.93
WO-17293,P1013,P-1013,Customer D,12,M02,OP015,OP015,Shift A,1479,LOT-1479,2025-07-22,2025-07-22 05:47:00,2025-07-22 07:03:00,Low,Stainless 304,True,2.94
WO-17294,P-1018,P-1018,Customer H,9,M07,OP010,OP010,Shift B,LOT-1253,LOT-1253,2025-07-22,2025-07-22 14:14:00,2025-07-22 14:19:00,High,16ga Steel,True,2.78
WO-17295,P1006,P-1006,Customer B,8,M02,OP001,OP001,Shift B,LOT-1465,LOT-1465,2025-07-22,2025-07-22 14:45:00,2025-07-22 15:29:00,Medium,"1/4"" Plate",False,2.57
WO-17296,PART-1018,P-1018,Customer H,18,M07,OP016,OP016,Shift B,LOT-1748,LOT-1748,2025-07-22,2025-07-22 14:12:00,2025-07-22 15:08:00,High,16ga Steel,True,2.78
WO-17297,P-1026,P-1026,Customer D,15,M06,OP017,OP017,Shift A,LOT-1562,LOT-1562,2025-07-22,2025-07-22 05:52:00,2025-07-22 06:24:00,High,14ga Steel,False,4.66
WO-17298,P-1026,P-1026,Customer D,22,M06,OP006,OP006,Shift B,,LOT-1513,2025-07-22,2025-07-22 15:08:00,2025-07-22 15:56:00,High,14ga Steel,False,4.66
WO-17299,P1025,P-1025,Customer C,5,M06,OP008,OP008,Shift B,LOT-1555,LOT-1555,2025-07-22,2025-07-22 15:43:00,2025-07-22 15:43:00,Medium,Stainless 304,False,4.83
WO-17300,P-1000,P-1000,Customer B,18,M03,OP011,OP011,Shift B,LOT-1707,LOT-1707,2025-07-22,2025-07-22 15:26:00,2025-07-22 15:43:00,Low,Stainless 304,True,2.03
WO-17301,P-1019,P-1019,Customer E,5,M06,OP003,OP003,Shift B,LOT-1748,LOT-1748,2025-07-22,2025-07-22 13:13:00,2025-07-22 14:25:00,Medium,16ga Steel,True,0.85
WO-17302,P-1004,P-1004,Customer D,21,M06,OP018,OP018,Shift A,LOT-1580,LOT-1580,2025-07-22,2025-07-22 04:50:00,2025-07-22 06:20:00,Medium,"3/8"" Plate",True,4.61
WO-17303,p-1010,P-1010,Customer A,8,M03,Daniel Wagner,OP004,Shift A,LOT-1710,LOT-1710,2025-07-23,2025-07-23 06:56:00,2025-07-23 07:20:00,Low,Stainless 304,True,4.08
WO-17304,p-1033,P-1033,Customer F,11,M04,OP009,OP009,Shift A,LOT-1402,LOT-1402,2025-07-23,2025-07-23 07:09:00,2025-07-23 07:39:00,Medium,Stainless 304,True,4.52
WO-17305,PART-1011,P-1011,Customer B,15,M06,OP007,OP007,Shift B,LOT1584,LOT-1584,2025-07-23,2025-07-23 14:12:00,2025-07-23 15:21:00,High,Aluminum 5052,True,1.39
WO-17306,P1030,P-1030,Customer G,23,M01,OP006,OP006,Shift B,LOT-1653,LOT-1653,2025-07-23,2025-07-23 15:15:00,2025-07-23 15:58:00,Medium,12ga Steel,True,2.15
WO-17307,p-1008,P-1008,Customer G,8,M05,OP008,OP008,Shift B,LOT-1726,LOT-1726,2025-07-23,2025-07-23 14:14:00,2025-07-23 14:48:00,Low,"3/8"" Plate",False,1.97
WO-17308,P1021,P-1021,Customer C,25,M03,OP017,OP017,Shift A,LOT-1450,LOT-1450,2025-07-23,2025-07-23 06:26:00,2025-07-23 07:44:00,High,14ga Steel,False,4.75
WO-17309,P1020,P-1020,Customer A,13,M06,OP018,OP018,Shift A,LOT-1590,LOT-1590,2025-07-24,2025-07-24 06:53:00,2025-07-24 07:36:00,Low,Aluminum 5052,False,3.38
WO-17310,P1007,P-1007,Customer B,17,M05,OP013,OP013,Shift A,LOT-1464,LOT-1464,2025-07-24,2025-07-24 07:50:00,2025-07-24 07:52:00,Medium,16ga Steel,True,0.78
WO-17311,P-1022,P-1022,Customer G,17,M03,OP012,OP012,Shift B,LOT1660,LOT-1660,2025-07-24,2025-07-24 13:40:00,2025-07-24 14:55:00,Medium,Stainless 304,False,1.03
WO-17312,P1023,P-1023,Customer F,8,M02,OP019,OP019,Shift A,,LOT-1474,2025-07-24,2025-07-24 07:08:00,2025-07-24 07:31:00,Medium,12ga Steel,True,2.76
WO-17313,P-1021,P-1021,Customer C,25,M03,OP016,OP016,Shift B,,LOT-1377,2025-07-24,2025-07-24 14:13:00,2025-07-24 15:06:00,High,14ga Steel,False,4.75
WO-17314,P-1031,P-1031,Customer B,19,M05,OP001,OP001,Shift B,LOT-1596,LOT-1596,2025-07-24,2025-07-24 15:39:00,2025-07-24 15:50:00,Medium,"1/4"" Plate",True,3.44
WO-17315,P-1033,P-1033,Customer F,17,M04,OP001,OP001,Shift B,LOT-1489,LOT-1489,2025-07-25,2025-07-25 14:41:00,2025-07-25 14:54:00,Medium,Stainless 304,True,4.52
WO-17316,P1011,P-1011,Customer B,14,M05,OP013,OP013,Shift A,LOT-1708,LOT-1708,2025-07-25,2025-07-25 06:24:00,2025-07-25 06:28:00,High,Aluminum 5052,True,1.39
WO-17317,P-1024,P-1024,Customer E,14,M01,OP012,OP012,Shift B,,LOT-1419,2025-07-25,2025-07-25 13:40:00,2025-07-25 15:02:00,Low,16ga Steel,False,3.13
WO-17318,P1026,P-1026,Customer D,16,M06,OP018,OP018,Shift A,LOT-1378,LOT-1378,2025-07-25,2025-07-25 05:27:00,2025-07-25 06:30:00,High,14ga Steel,False,4.66
WO-17319,p-1016,P-1016,Customer G,24,M05,OP005,OP005,Shift A,LOT-1631,LOT-1631,2025-07-25,2025-07-25 05:28:00,2025-07-25 06:02:00,Low,14ga Steel,False,4.13
WO-17320,P-1013,P-1013,Customer D,16,M02,OP010,OP010,Shift B,LOT-1555,LOT-1555,2025-07-25,2025-07-25 13:54:00,2025-07-25 15:21:00,Low,Stainless 304,True,2.94
WO-17321,p-1011,P-1011,Customer B,19,M05,OP009,OP009,Shift A,LOT-1516,LOT-1516,2025-07-25,2025-07-25 05:46:00,2025-07-25 07:12:00,High,Aluminum 5052,True,1.39
WO-17322,P1027,P-1027,Customer F,16,M07,OP005,OP005,Shift A,LOT-1443,LOT-1443,2025-07-25,2025-07-25 05:46:00,2025-07-25 06:36:00,Medium,Stainless 304,False,3.84
WO-17323,P1005,P-1005,Customer C,8,M07,OP001,OP001,Shift B,LOT-1609,LOT-1609,2025-07-25,2025-07-25 15:17:00,2025-07-25 15:34:00,Low,16ga Steel,False,3.09
WO-17324,P1027,P-1027,Customer F,13,M07,OP016,OP016,,LOT-1486,LOT-1486,2025-07-25,2025-07-25 14:36:00,2025-07-25 14:59:00,Medium,Stainless 304,False,3.84
WO-17325,P1023,P-1023,Customer F,14,M06,Abigail Shaffer,OP007,Shift B,LOT-1494,LOT-1494,2025-07-25,2025-07-25 14:19:00,2025-07-25 15:34:00,Medium,12ga Steel,True,2.76
WO-17326,P1017,P-1017,Customer D,18,M01,OP002,OP002,Shift A,LOT-1724,LOT-1724,2025-07-25,2025-07-25 06:03:00,2025-07-25 06:40:00,High,Aluminum 5052,False,4.9
WO-17327,P-1031,P-1031,Customer B,6,M05,OP015,OP015,Shift A,LOT1529,LOT-1529,2025-07-25,2025-07-25 06:21:00,2025-07-25 07:07:00,Medium,"1/4"" Plate",True,3.44
WO-17328,P1030,P-1030,Customer G,20,M05,OP018,OP018,Shift A,,LOT-1436,2025-07-25,2025-07-25 06:22:00,2025-07-25 06:42:00,Medium,12ga Steel,True,2.15
WO-17329,PART-1031,P-1031,Customer B,7,M05,Lisa Hensley,OP013,Shift A,LOT-1469,LOT-1469,2025-07-25,2025-07-25 06:13:00,2025-07-25 07:12:00,Medium,"1/4"" Plate",True,3.44
WO-17330,P-1032,P-1032,Customer F,17,M06,OP005,OP005,Shift A,LOT-1684,LOT-1684,2025-07-26,2025-07-26 06:02:00,2025-07-26 06:28:00,Medium,Aluminum 5052,False,2.02
WO-17331,PART-1008,P-1008,Customer G,14,M05,Noah Rhodes,OP002,Shift A,,LOT-1412,2025-07-26,2025-07-26 06:32:00,2025-07-26 07:38:00,Low,"3/8"" Plate",False,1.97
WO-17332,P-1030,P-1030,Customer G,19,M01,OP016,OP016,Shift B,LOT-1728,LOT-1728,2025-07-26,2025-07-26 13:36:00,2025-07-26 15:01:00,Medium,12ga Steel,True,2.15
WO-17333,P-1017,P-1017,Customer D,10,M01,OP013,OP013,Shift A,LOT1686,LOT-1686,2025-07-26,2025-07-26 06:19:00,2025-07-26 07:38:00,High,Aluminum 5052,False,4.9
WO-17334,P-1017,P-1017,Customer D,9,M01,OP011,OP011,Shift B,LOT-1672,LOT-1672,2025-07-26,2025-07-26 12:57:00,2025-07-26 14:09:00,High,Aluminum 5052,False,4.9
WO-17335,P-1032,P-1032,Customer F,25,M06,OP007,OP007,Shift B,LOT1577,LOT-1577,2025-07-26,2025-07-26 13:56:00,2025-07-26 14:04:00,Medium,Aluminum 5052,False,2.02
WO-17336,PART-1021,P-1021,Customer C,5,M03,OP018,OP018,Shift A,LOT-1472,LOT-1472,2025-07-26,2025-07-26 05:40:00,2025-07-26 07:10:00,High,14ga Steel,False,4.75
WO-17337,P 1034,P-1034,Customer E,24,M02,OP019,OP019,Shift A,LOT-1493,LOT-1493,2025-07-28,2025-07-28 05:51:00,2025-07-28 06:08:00,Medium,12ga Steel,False,2.39
WO-17338,P-1021,P-1021,Customer C,13,M03,OP017,OP017,Shift A,LOT-1735,LOT-1735,2025-07-28,2025-07-28 04:42:00,2025-07-28 06:11:00,High,14ga Steel,False,4.75
WO-17339,P-1017,P-1017,Customer D,14,M01,OP011,OP011,Shift B,LOT-1516,LOT-1516,2025-07-28,2025-07-28 14:45:00,2025-07-28 15:56:00,High,Aluminum 5052,False,4.9
WO-17340,P-1031,P-1031,Customer B,18,M05,OP013,OP013,Shift A,LOT-1457,LOT-1457,2025-07-28,2025-07-28 06:27:00,2025-07-28 07:07:00,Medium,"1/4"" Plate",True,3.44
WO-17341,P-1012,P-1012,Customer D,14,M04,OP004,OP004,Shift A,LOT-1365,LOT-1365,2025-07-28,2025-07-28 06:11:00,2025-07-28 06:43:00,Medium,"3/8"" Plate",False,1.39
WO-17342,P-1033,P-1033,Customer F,19,M04,OP018,OP018,Shift A,LOT-1502,LOT-1502,2025-07-28,2025-07-28 06:29:00,2025-07-28 06:31:00,Medium,Stainless 304,True,4.52
WO-17343,P-1015,P-1015,Customer D,16,M07,OP005,OP005,Shift A,,LOT-1633,2025-07-28,2025-07-28 05:43:00,2025-07-28 06:08:00,Medium,"3/8"" Plate",False,3.73
WO-17344,P-1017,P-1017,Customer D,10,M01,OP003,OP003,Shift B,LOT-1617,LOT-1617,2025-07-28,2025-07-28 14:25:00,2025-07-28 14:36:00,High,Aluminum 5052,False,4.9
WO-17345,P-1028,P-1028,Customer B,19,M06,OP016,OP016,Shift B,LOT-1720,LOT-1720,2025-07-28,2025-07-28 14:51:00,2025-07-28 15:19:00,Low,16ga Steel,False,3.53
WO-17346,P-1008,P-1008,Customer G,21,M05,OP009,OP009,Shift A,LOT-1383,LOT-1383,2025-07-28,2025-07-28 06:27:00,2025-07-28 06:53:00,Low,"3/8"" Plate",False,1.97
WO-17347,P-1028,P-1028,Customer B,18,M06,OP008,OP008,Shift B,LOT-1459,LOT-1459,2025-07-28,2025-07-28 15:27:00,2025-07-28 15:42:00,Low,16ga Steel,False,3.53
WO-17348,P-1018,P-1018,Customer H,12,M07,OP009,OP009,Shift A,LOT1759,LOT-1759,2025-07-28,2025-07-28 05:08:00,2025-07-28 06:11:00,High,16ga Steel,True,2.78
WO-17349,P-1002,P-1002,Customer E,17,M01,OP002,OP002,Shift A,LOT-1719,LOT-1719,2025-07-29,2025-07-29 07:02:00,2025-07-29 07:28:00,Medium,Aluminum 5052,False,4.78
WO-17350,P1024,P-1024,Customer E,24,M01,OP011,OP011,Shift B,1242,LOT-1242,2025-07-29,2025-07-29 12:46:00,2025-07-29 14:02:00,Low,16ga Steel,False,3.13
WO-17351,P-1031,P-1031,Customer B,16,M05,OP013,OP013,Shift A,,LOT-1626,2025-07-29,2025-07-29 07:07:00,2025-07-29 07:23:00,Medium,"1/4"" Plate",True,3.44
WO-17352,P1026,P-1026,Customer D,9,M06,OP007,OP007,Shift B,LOT1661,LOT-1661,2025-07-29,2025-07-29 15:21:00,2025-07-29 15:47:00,High,14ga Steel,False,4.66
WO-17353,p-1030,P-1030,Customer G,11,M01,OP020,OP020,,LOT1534,LOT-1534,2025-07-29,2025-07-29 05:54:00,2025-07-29 07:21:00,Medium,12ga Steel,True,2.15
WO-17354,P-1027,P-1027,Customer F,11,M07,OP013,OP013,,LOT-1409,LOT-1409,2025-07-29,2025-07-29 05:36:00,2025-07-29 06:39:00,Medium,Stainless 304,False,3.84
WO-17355,PART-1029,P-1029,Customer B,16,M04,OP017,OP017,Shift A,LOT-1468,LOT-1468,2025-07-29,2025-07-29 05:33:00,2025-07-29 07:03:00,Low,"1/4"" Plate",True,3.64
WO-17356,P1009,P-1009,Customer A,19,M05,OP013,OP013,Shift A,LOT-1462,LOT-1462,2025-07-29,2025-07-29 04:54:00,2025-07-29 06:08:00,Medium,12ga Steel,False,4.93
WO-17357,P1023,P-1023,Customer F,18,M02,OP020,OP020,Shift A,,LOT-1467,2025-07-29,2025-07-29 05:35:00,2025-07-29 06:34:00,Medium,12ga Steel,True,2.76
WO-17358,P-1010,P-1010,Customer A,24,M03,OP010,OP010,Shift B,LOT-1525,LOT-1525,2025-07-29,2025-07-29 15:06:00,2025-07-29 15:41:00,Low,Stainless 304,True,4.08
WO-17359,P-1022,P-1022,Customer G,18,M03,OP013,OP013,Shift A,LOT-1432,LOT-1432,2025-07-29,2025-07-29 07:01:00,2025-07-29 07:10:00,Medium,Stainless 304,False,1.03
WO-17360,P-1005,P-1005,Customer C,12,M07,OP015,OP015,Shift A,LOT-1629,LOT-1629,2025-07-29,2025-07-29 06:58:00,2025-07-29 07:11:00,Low,16ga Steel,False,3.09
WO-17361,P1015,P-1015,Customer D,22,M07,OP013,OP013,Shift A,LOT-1332,LOT-1332,2025-07-29,2025-07-29 06:05:00,2025-07-29 06:32:00,Medium,"3/8"" Plate",False,3.73
WO-17362,P1024,P-1024,Customer E,18,M01,OP003,OP003,Shift B,LOT-1712,LOT-1712,2025-07-29,2025-07-29 14:54:00,2025-07-29 15:22:00,Low,16ga Steel,False,3.13
WO-17363,P 1025,P-1025,Customer C,7,M06,OP003,OP003,Shift B,LOT1438,LOT-1438,2025-07-30,2025-07-30 15:01:00,2025-07-30 15:51:00,Medium,Stainless 304,False,4.83
WO-17364,P-1021,P-1021,Customer C,5,M03,OP001,OP001,,LOT-1385,LOT-1385,2025-07-30,2025-07-30 15:21:00,2025-07-30 15:37:00,High,14ga Steel,False,4.75
WO-17365,P1023,P-1023,Customer F,9,M02,Monica Herrera,OP011,Shift B,,LOT-1411,2025-07-30,2025-07-30 13:31:00,2025-07-30 15:01:00,Medium,12ga Steel,True,2.76
WO-17366,P-1027,P-1027,Customer F,11,M07,OP012,OP012,Shift B,LOT-1453,LOT-1453,2025-07-30,2025-07-30 13:33:00,2025-07-30 14:35:00,Medium,Stainless 304,False,3.84
WO-17367,P1006,P-1006,Customer B,7,M02,OP002,OP002,Shift A,LOT-1446,LOT-1446,2025-07-30,2025-07-30 06:37:00,2025-07-30 07:04:00,Medium,"1/4"" Plate",False,2.57
WO-17368,P-1009,P-1009,Customer A,20,M05,Brian Ramirez,OP016,Shift B,LOT-1474,LOT-1474,2025-07-30,2025-07-30 14:28:00,2025-07-30 14:50:00,Medium,12ga Steel,False,4.93
WO-17369,P-1030,P-1030,Customer G,7,M06,OP007,OP007,Shift B,LOT-1528,LOT-1528,2025-07-30,2025-07-30 14:07:00,2025-07-30 14:43:00,Medium,12ga Steel,True,2.15
WO-17370,P-1017,P-1017,Customer D,12,M01,OP016,OP016,Shift B,LOT-1552,LOT-1552,2025-07-30,2025-07-30 12:55:00,2025-07-30 14:16:00,High,Aluminum 5052,False,4.9
WO-17371,P-1005,P-1005,Customer C,16,M07,OP008,OP008,Shift B,1704,LOT-1704,2025-07-30,2025-07-30 15:45:00,2025-07-30 15:46:00,Low,16ga Steel,False,3.09
WO-17372,P-1013,P-1013,Customer D,20,M02,OP013,OP013,Shift A,LOT-1774,LOT-1774,2025-07-30,2025-07-30 06:19:00,2025-07-30 06:50:00,Low,Stainless 304,True,2.94
WO-17373,P-1032,P-1032,Customer F,11,M06,OP017,OP017,Shift A,LOT1621,LOT-1621,2025-07-30,2025-07-30 06:32:00,2025-07-30 07:07:00,Medium,Aluminum 5052,False,2.02
WO-17374,P1033,P-1033,Customer F,15,M04,OP011,OP011,Shift B,LOT-1489,LOT-1489,2025-07-31,2025-07-31 13:25:00,2025-07-31 14:52:00,Medium,Stainless 304,True,4.52
